1,4.41753e-10,-0.200025,1.09693e-05,
2,3.8176e-09,-0.200084,1.09818e-05,
3,7.94633e-10,-0.200169,1.11064e-05,
4,-3.36948e-08,-0.200262,1.32803e-05,
5,-1.42368e-07,-0.200409,1.07337e-05,
6,-3.3482e-07,-0.200555,1.15463e-05,
7,-4.75936e-07,-0.200633,1.0418e-05,
8,-2.98188e-07,-0.200675,8.47014e-06,
9,-1.32152e-07,-0.200736,9.99426e-06,
10,1.62421e-08,-0.200795,9.26091e-06,
11,8.01828e-07,-0.200634,1.4595e-05,
12,2.2253e-06,-0.200359,1.1281e-05,
13,2.86775e-06,-0.20024,1.09229e-05,
14,3.04686e-06,-0.200198,1.03981e-05,
15,2.74809e-06,-0.20018,1.04621e-05,
16,1.86102e-06,-0.200136,1.05719e-05,
17,8.69086e-07,-0.200077,1.06103e-05,
18,-2.09659e-07,-0.200013,1.06178e-05,
19,-1.36677e-06,-0.199949,1.06139e-05,
20,-2.59942e-06,-0.199885,1.06064e-05,
21,-3.90748e-06,-0.199823,1.05985e-05,
22,-5.29181e-06,-0.199762,1.05914e-05,
23,-6.75335e-06,-0.199701,1.05853e-05,
24,-8.29264e-06,-0.199642,1.058e-05,
25,-9.90974e-06,-0.199582,1.05753e-05,
26,-1.16042e-05,-0.199524,1.05711e-05,
27,-1.3375e-05,-0.199465,1.05671e-05,
28,-1.52208e-05,-0.199407,1.05633e-05,
29,-1.71399e-05,-0.199349,1.05596e-05,
30,-1.91302e-05,-0.199291,1.05558e-05,
31,-2.11895e-05,-0.199234,1.0545e-05,
32,-2.33151e-05,-0.199176,1.05353e-05,
33,-2.55045e-05,-0.199119,1.05312e-05,
34,-2.77549e-05,-0.199062,1.0528e-05,
35,-3.00633e-05,-0.199005,1.05249e-05,
36,-3.24264e-05,-0.198948,1.05218e-05,
37,-3.48412e-05,-0.198891,1.05249e-05,
38,-3.7304e-05,-0.198834,1.0522e-05,
39,-3.99131e-05,-0.198801,1.02927e-05,
40,-4.31204e-05,-0.198809,1.015e-05,
41,-4.68101e-05,-0.198804,1.0086e-05,
42,-5.08946e-05,-0.198791,1.00747e-05,
43,-5.53136e-05,-0.198772,1.00736e-05,
44,-6.00305e-05,-0.198752,1.00741e-05,
45,-6.50255e-05,-0.198731,1.00745e-05,
46,-0.000161949,-0.199582,9.56242e-06,
47,-0.000207626,-0.200492,1.0047e-05,
48,-0.000131518,-0.201431,1.01803e-05,
49,-0.000294441,-0.202479,1.003e-05,
50,-0.000455726,-0.203477,1.00962e-05,
51,-0.000483765,-0.204404,1.01712e-05,
52,-0.000565312,-0.205347,1.00939e-05,
53,-0.000617939,-0.206257,1.01056e-05,
54,-0.000626424,-0.207088,1.01704e-05,
55,-0.000680456,-0.207983,1.01398e-05,
56,-0.000610677,-0.20903,1.01046e-05,
57,-0.000635212,-0.209962,1.01296e-05,
58,-0.00059014,-0.210956,1.01216e-05,
59,-0.000552676,-0.211924,1.01208e-05,
60,-0.000560054,-0.212874,1.01187e-05,
61,-0.000491777,-0.21386,1.0127e-05,
62,-0.000290553,-0.214839,1.01349e-05,
63,-0.000268542,-0.215706,1.00989e-05,
64,-0.000171517,-0.216589,1.01278e-05,
65,-4.96164e-05,-0.218984,1.04102e-05,
66,-0.000149644,-0.22004,9.80144e-06,
67,2.04169e-05,-0.221117,9.96196e-06,
68,-5.93367e-05,-0.22237,9.72459e-06,
69,-0.000145251,-0.223499,1.00442e-05,
70,-0.000117645,-0.224713,1.01214e-05,
71,-0.000121439,-0.225923,1.0123e-05,
